eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-85019448440,10.1049/iet-est.2016.0040,Dynamical modelling and emulation of Li-ion batteries-supercapacitors hybrid power supply for electric vehicle applications,Iet Electrical Systems in Transportation,2017-06-01,39,0,0
2-s2.0-85007557166,10.1142/S1793604717500138,Influence of aqueous KOH and H2SO4 electrolytes ionic parameters on the performance of carbon-based supercapacitor electrodes,Functional Materials Letters,2017-06-01,36,0,0
2-s2.0-85013040607,10.1109/TPEL.2016.2602393,Balancing Circuit New Control for Supercapacitor Storage System Lifetime Maximization,IEEE Transactions on Power Electronics,2017-06-01,74,2,0
2-s2.0-85034097331,10.1002/CNMA.201700055,Graphene/Polymer Nanocomposites for Supercapacitors,Chemnanomat,2017-06-01,56,0,0
2-s2.0-85047437801,10.1002/cnma.201700037,Supramolecular Assembly of 1D Pristine Carbon Nanotubes and 2D Graphene Oxides into Macroscopic All-Carbon Hybrid Sponges for High-Energy-Density Supercapacitors,Chemnanomat,2017-06-01,13,0,0
2-s2.0-85016755262,10.1016/j.apmt.2017.03.006,High performance flexible asymmetric CNO-ZnO//ZnO supercapacitor with an operating voltage of 1.8 V in aqueous medium,Applied Materials Today,2017-06-01,73,0,0
2-s2.0-85017558277,10.1016/j.diamond.2017.04.004,Porous diamond pouch cell supercapacitors,Diamond and Related Materials,2017-06-01,36,2,0
2-s2.0-85016502332,10.1007/s10570-017-1267-0,Comprehensive utilization of dairy manure to produce glucose and hierarchical porous carbon for supercapacitors,Cellulose,2017-06-01,19,0,0
2-s2.0-85017631761,10.1016/j.nanoen.2017.04.029,Antibacterial triboelectric membrane-based highly-efficient self-charging supercapacitors,Nano Energy,2017-06-01,37,0,0
2-s2.0-85019444808,10.1016/j.mtener.2017.03.004,Multi-responsive supercapacitors: Smart solution to store electrical energy,Materials Today Energy,2017-06-01,48,1,0
2-s2.0-85015041563,10.1016/j.matlet.2017.03.044,Fabrication of nanostructured MnO2/carbon nanotube composite from 3D precursor complex for high-performance supercapacitor,Materials Letters,2017-06-01,28,0,0
2-s2.0-85017286782,10.1016/j.electacta.2017.03.208,"High-performance supercapacitors of carboxylate-modified hollow carbon nanospheres coated on flexible carbon fibre paper: Effects of oxygen-containing group contents, electrolytes and operating temperature",Electrochimica Acta,2017-06-01,26,0,0
2-s2.0-85027399712,10.1002/cnma.201700093,High-power graphene–Carbon nanotube hybrid supercapacitors,Chemnanomat,2017-06-01,44,0,0
2-s2.0-85015608317,10.1016/j.est.2017.03.001,State-Of-Charge Evaluation Of Supercapacitors,Journal of Energy Storage,2017-06-01,91,2,0
2-s2.0-85011831979,10.1016/j.ceramint.2017.02.013,The effects of urea concentration on microstructures of ZnCo2O4 and its supercapacitor performance,Ceramics International,2017-06-01,21,0,0
2-s2.0-85019432396,10.1016/j.mtener.2017.03.001,Plasma-assisted fabrication of graphene in ambient temperature for symmetric supercapacitors application,Materials Today Energy,2017-06-01,13,0,0
2-s2.0-85018412843,10.1016/j.nanoen.2017.04.042,Biomass-derived mesopore-dominant porous carbons with large specific surface area and high defect density as high performance electrode materials for Li-ion batteries and supercapacitors,Nano Energy,2017-06-01,563,0,0
2-s2.0-85019497967,10.1016/j.mtener.2017.03.006,Hydrothermally synthesized reduced graphene oxide and Sn doped manganese dioxide nanocomposites for supercapacitors and dopamine sensors,Materials Today Energy,2017-06-01,60,0,0
2-s2.0-85019025022,10.1016/j.cclet.2017.04.007,Synthesis of MnO2/N-doped ultramicroporous carbon nanospheres for high-performance supercapacitor electrodes,Chinese Chemical Letters,2017-06-01,97,0,0
2-s2.0-85020832433,10.20964/2017.06.34,Synthesis of hierachical bio-inspired pine needle-shaped MnO2/CNTs/carbon cloth composite as highly cycling stable symmetrical supercapacitor,International Journal of Electrochemical Science,2017-06-01,3,1,0
2-s2.0-85020012437,10.1007/s41061-017-0150-7,Ionic Liquids for Supercapacitor Applications,Topics in Current Chemistry,2017-06-01,139,0,0
2-s2.0-85022003066,10.1039/c7ee00977a,MnOx-decorated carbonized porous silicon nanowire electrodes for high performance supercapacitors,Energy and Environmental Science,2017-06-01,124,2,0
2-s2.0-85014972844,10.1016/j.mtcomm.2017.02.009,Tunable (violet to green) emission by high-yield graphene quantum dots and exploiting its unique properties towards sun-light-driven photocatalysis and supercapacitor electrode materials,Materials Today Communications,2017-06-01,155,0,0
2-s2.0-85015985215,10.1016/j.matlet.2017.03.108,Facile synthesis of self-supported core-shell Cu2O@MnO2 octahedral microcrystals and their application in supercapacitors,Materials Letters,2017-06-01,13,0,0
2-s2.0-85020029646,10.1007/s00339-017-1068-1,Comparison of starch and gelatin hydrogels for non-toxic supercapacitor electrolytes,Applied Physics A Materials Science and Processing,2017-06-01,29,0,0
2-s2.0-85012235901,10.1007/s10854-017-6500-y,Comparison of ruthenium composites with thermally reduced graphene and activated carbon for supercapacitor applications,Journal of Materials Science Materials in Electronics,2017-06-01,11,0,0
2-s2.0-85017301602,10.1016/j.electacta.2017.02.153,Mesoporous MnO2 Nanosphere/Graphene Sheets as Electrodes for Supercapacitor Synthesized by a Simple and Inexpensive Reflux Reaction,Electrochimica Acta,2017-06-01,37,0,0
2-s2.0-85018479542,10.1016/j.nanoen.2017.04.019,Conductive silver nanowires-fenced carbon cloth fibers-supported layered double hydroxide nanosheets as a flexible and binder-free electrode for high-performance asymmetric supercapacitors,Nano Energy,2017-06-01,317,1,0
2-s2.0-85013177500,10.1016/j.apmt.2017.01.008,Oil tea shell derived porous carbon with an extremely large specific surface area and modification with MnO2 for high-performance supercapacitor electrodes,Applied Materials Today,2017-06-01,55,2,0
2-s2.0-85017479030,10.1016/j.electacta.2017.04.039,Structurally stable hollow mesoporous graphitized carbon nanofibers embedded with NiMoO4 nanoparticles for high performance asymmetric supercapacitors,Electrochimica Acta,2017-06-01,85,0,0
2-s2.0-85016137445,10.1016/j.matchemphys.2017.01.075,A Mn/Co-oxide electrode for potential use in high energy density hybrid supercapacitors,Materials Chemistry and Physics,2017-06-01,10,0,0
2-s2.0-85009252160,10.1007/s11581-016-1959-8,Novel synthesis and characterization of ZnCo2O4 nanoflakes grown on nickel foam as efficient electrode materials for electrochemical supercapacitors,Ionics,2017-06-01,16,0,0
2-s2.0-85013158124,10.1007/s10008-017-3538-y,Fabrication of flexible nanoporous nitrogen-doped graphene film for high-performance supercapacitors,Journal of Solid State Electrochemistry,2017-06-01,25,0,0
2-s2.0-85010377908,10.1016/j.apmt.2017.01.004,Recent advances of supercapacitors based on two-dimensional materials,Applied Materials Today,2017-06-01,22,0,0
2-s2.0-85015024072,10.1016/j.materresbull.2017.02.044,Facile synthesis of CdO nanorods and exploiting its properties towards supercapacitor electrode materials and low power UV irradiation driven photocatalysis against methylene blue dye,Materials Research Bulletin,2017-06-01,93,0,0
2-s2.0-85011874541,10.1007/s10854-017-6487-4,Co(OH)2 nanoflakes grown on 3D graphene foam as a binder-free hybrid electrode for high-performance supercapacitors,Journal of Materials Science Materials in Electronics,2017-06-01,18,0,0
2-s2.0-85013998859,10.1007/s10854-017-6601-7,Nanoporous Cu/Co alloy based Cu2O/CoO nanoneedle arrays hybrid as a binder-free electrode for supercapacitors,Journal of Materials Science Materials in Electronics,2017-06-01,6,0,0
2-s2.0-85013052874,10.1007/s10853-017-0897-9,Electrical enhancement of radiation-vulcanized natural rubber latex added with reduced graphene oxide additives for supercapacitor electrodes,Journal of Materials Science,2017-06-01,22,0,0
2-s2.0-85018527107,10.1016/j.jelechem.2017.04.014,Synthesis of CoS@rGO composites with excellent electrochemical performance for supercapacitors,Journal of Electroanalytical Chemistry,2017-06-01,51,0,0
2-s2.0-85017530269,10.1016/j.electacta.2017.04.003,A three-electrode integrated photo-supercapacitor utilizing graphene-based intermediate bifunctional electrode,Electrochimica Acta,2017-06-01,64,1,0
2-s2.0-85018946834,10.1002/cjoc.201600785,"Multiple Functional Biomass-Derived Activated Carbon Materials for Aqueous Supercapacitors, Lithium-Ion Capacitors and Lithium-Sulfur Batteries",Chinese Journal of Chemistry,2017-06-01,44,1,0
2-s2.0-85063203209,10.1109/TIV.2017.2720464,Optimal energy management for a Li-ion battery/supercapacitor hybrid energy storage system based on a particle swarm optimization incorporating nelder-mead simplex approach,IEEE Transactions on Intelligent Vehicles,2017-06-01,116,0,0
2-s2.0-85014307268,10.1016/j.carbon.2017.02.087,Nitrogen-doped worm-like graphitized hierarchical porous carbon designed for enhancing area-normalized capacitance of electrical double layer supercapacitors,Carbon,2017-06-01,114,0,0
2-s2.0-85013066217,10.1016/j.ceramint.2017.02.072,Synthesis of nitrogen-doped porous carbon from zeolitic imidazolate framework-67 and phenolic resin for high performance supercapacitors,Ceramics International,2017-06-01,54,0,0
2-s2.0-85014663836,10.1007/s10854-017-6630-2,Facile preparation of porous N-doped carbon via a one-step carbonization/activation treatment of polyvinylpyrrolidone/melamine formaldehyde resin with ammonium carbonate and its enhanced electrochemical performances for supercapacitors,Journal of Materials Science Materials in Electronics,2017-06-01,14,0,0
2-s2.0-85011965683,10.1002/advs.201600382,Materials Design and System Construction for Conventional and New-Concept Supercapacitors,Advanced Science,2017-06-01,444,1,0
2-s2.0-85013392785,10.1007/s10008-017-3537-z,Iron-carbon nanohybrid particles as environmentally benign electrode for supercapacitor,Journal of Solid State Electrochemistry,2017-06-01,2,0,0
2-s2.0-85016755030,10.1016/j.jtice.2017.01.028,Electrochemical synthesis: Monoclinic Cu2Se nano-dendrites with high performance for supercapacitors,Journal of the Taiwan Institute of Chemical Engineers,2017-06-01,43,0,0
2-s2.0-85016224643,10.1016/j.matlet.2017.03.110,"Component-controllable (Ni, Co)Se2(1−x)S2x (0 ≤ x ≤ 1) acanthospheres for high-performance binder-free supercapacitors",Materials Letters,2017-06-01,1,0,0
2-s2.0-85017285973,10.1016/j.electacta.2017.03.178,CuCo2O4 flowers/Ni-foam architecture as a battery type positive electrode for high performance hybrid supercapacitor applications,Electrochimica Acta,2017-06-01,142,0,0
2-s2.0-85019463705,10.1016/j.mtchem.2017.04.002,Cadmium selenide microspheres as an electrochemical supercapacitor,Materials Today Chemistry,2017-06-01,28,0,0
2-s2.0-85021662647,10.1557/mrc.2017.16,Controlling the nanoscale morphology and structure of the ZnO/MnO2 system for efficient transparent supercapacitors,MRS Communications,2017-06-01,6,0,0
2-s2.0-85014520317,10.1007/s10854-017-6638-7,Morphology-controlled synthesis of porous Co3O4 nanostructures by in-situ dealloying and oxidation route for application in supercapacitors,Journal of Materials Science Materials in Electronics,2017-06-01,10,0,0
2-s2.0-85016417444,10.1016/j.est.2017.03.007,Flexible quasi-solid-state SnO2/CNT supercapacitor processed by a dc-pulse nitrogen atmospheric-pressure plasma jet,Journal of Energy Storage,2017-06-01,17,0,0
2-s2.0-85020418535,10.3390/ma10060608,Co3O4@CoS core-shell nanosheets on carbon cloth for high performance supercapacitor electrodes,Materials,2017-06-01,68,1,0
2-s2.0-85018502850,10.1016/j.synthmet.2017.03.016,Preparation and characterization of PEDOT:PSS wrapped carbon nanotubes/MnO2 composite electrodes for flexible supercapacitors,Synthetic Metals,2017-06-01,35,0,0
2-s2.0-85020814724,10.20964/2017.06.58,Facile synthesis of triply hierarchical NiCo2O4 arrays grown on Ni foam for electrode material of supercapacitor,International Journal of Electrochemical Science,2017-06-01,5,1,0
2-s2.0-85011283198,10.1016/j.ceramint.2017.01.148,Facile synthesis of three dimensional flower-like Co3O4@MnO2 core-shell microspheres as high-performance electrode materials for supercapacitors,Ceramics International,2017-06-01,36,0,0
2-s2.0-85017035982,10.1016/j.est.2017.03.010,Flower-like NiFe layered double hydroxides coated MnO2 for high-performance flexible supercapacitors,Journal of Energy Storage,2017-06-01,62,0,0
2-s2.0-85020786669,10.20964/2017.06.48,Cobalt hydroxide nanoflakes prepared by saccharide-assisted cathodic electrochemical deposition as high performance supercapacitor electrode material,International Journal of Electrochemical Science,2017-06-01,21,1,0
2-s2.0-85017478413,10.1016/j.electacta.2017.03.218,Nitrogen and oxygen co-doped carbon networks with a mesopore-dominant hierarchical porosity for high energy and power density supercapacitors,Electrochimica Acta,2017-06-01,155,0,0
2-s2.0-85017287467,10.1016/j.electacta.2017.04.011,"Synthesis and electrochemical capacitive performance of thieno[3,4-b]pyrazine-based Donor-Acceptor type copolymers used as supercapacitor electrode material",Electrochimica Acta,2017-06-01,41,0,0
2-s2.0-85013771511,10.1002/pssb.201600804,Interfacial charge transport behavior and thermal profiles of vertically oriented graphene-bridged supercapacitors,Physica Status Solidi B Basic Research,2017-06-01,3,0,0
2-s2.0-85006262056,10.1002/etep.2308,Management and control strategy of a hybrid energy source fuel cell/supercapacitor in electric vehicles,International Transactions on Electrical Energy Systems,2017-06-01,33,0,0
2-s2.0-85027884634,10.1016/S1872-5805(17)60118-5,Fabrication of interconnected mesoporous carbon sheets for use in high-performance supercapacitors,Xinxing Tan Cailiao New Carbon Materials,2017-06-01,25,0,0
2-s2.0-85028718416,10.1109/TEC.2016.2646800,Off-the-Shelf and Flexible Hybrid Frequency and Time Domain Experimental Architecture Setup for Electrochemical Energy Modules Testing under Realistic Operating Conditions,IEEE Transactions on Energy Conversion,2017-06-01,3,0,0
2-s2.0-85028359605,10.14478/ace.2017.1038,Solution-based synthesis of two-dimensional materials for electrochemical capacitors,Applied Chemistry for Engineering,2017-06-01,2,0,0
2-s2.0-85020801853,10.20964/2017.06.16,Hierarchical porous carbon microspheres derived from biomass-corncob as ultra-high performance supercapacitor electrode,International Journal of Electrochemical Science,2017-06-01,16,1,0
2-s2.0-85020485027,10.1142/S1793604717500412,A fast and mild in-situ oxidization method to fabricate the nickel-cobalt layered double hydroxides on Ni foam as the high-performance electrode materials,Functional Materials Letters,2017-06-01,3,0,0
2-s2.0-85018411044,10.1016/j.nanoen.2017.04.054,Dual electronic-ionic conductivity of pseudo-capacitive filler enables high volumetric capacitance from dense graphene micro-particles,Nano Energy,2017-06-01,46,0,0
2-s2.0-85013414458,10.1007/s10854-017-6564-8,Two dimensional MoS2/CNT hybrid ink for paper-based capacitive energy storage,Journal of Materials Science Materials in Electronics,2017-06-01,49,0,0
2-s2.0-85017228885,10.1016/j.actamat.2017.03.054,The role of negatively charged oxygen vacancies upon β-MnO2 conductivity,Acta Materialia,2017-06-01,22,0,0
2-s2.0-85016099628,10.1007/s10854-017-6582-6,Evaluation of supercapacitive behavior of samarium tungstate nanoparticles synthesized via sonochemical method,Journal of Materials Science Materials in Electronics,2017-06-01,121,0,0
2-s2.0-85018998919,10.1016/j.mtener.2017.04.004,Understanding the electrochemical activation behavior of Co(OH)2 nanotubes during the ion-exchange process,Materials Today Energy,2017-06-01,37,0,0
2-s2.0-85013042117,10.1007/s10853-017-0903-2,Tuning the electrochemical behavior of CoxMn3−x sulfides by varying different Co/Mn ratios in supercapacitor,Journal of Materials Science,2017-06-01,50,0,0
2-s2.0-85012041389,10.1016/j.jcis.2017.01.097,Electrosynthesis of neodymium oxide nanorods and its nanocomposite with conjugated conductive polymer as a hybrid electrode material for highly capacitive pseudocapacitors,Journal of Colloid and Interface Science,2017-06-01,71,0,0
